,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
2132,1000000.0,2021,2018,Fixcraft,Automotive,Pre-series A,Gurugram,India's Most Trusted Automotive Repair Brand
2133,10000000.0,2021,2016,Slice,Financial Services,Seed,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards"
2134,5000000.0,2021,2015,90+ My Tuition App,EdTech,Series A,Bangalore,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.
2135,1800000.0,2021,2021,Wasabi,Consulting,Seed,Bangalore,Help small businesses grow their sales via our customer interaction and growth platform.
2136,6000000.0,2021,2019,Strata,Real Estate,Series A,Bangalore,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate
2137,300000.0,2021,2020,Ourbetterplanet,E-commerce,Seed,Bangalore,A curated online marketplace for all things sustainable!
2138,1500000.0,2021,2020,Murf.ai,SaaS startup,Seed,Bangalore,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence."
2139,2000000.0,2021,2014,JetSynthesys,Media,Seed,Pune,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India"
2140,1000000.0,2021,2019,MYFITNESS,Fitness,Seed,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good."
2141,4000000.0,2021,2020,I am Love,Healthcare,Seed,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health."
2142,40000000.0,2021,2015,MyGlamm,D2C,Seed,Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.
2143,1600000.0,2021,2019,Gumlet,IT,Seed,Bangalore,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.
2144,2000000.0,2021,2015,Eloelo,Gaming,Pre-series A,Bangalore,Creator-led Social Gaming & Live Streaming Platform
2145,2000000.0,2021,2020,Edukemy,EdTech,Pre-series A,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system."
2146,5000000.0,2021,2019,Zingbus,Mobility,Pre-series A,Gurugram,Zingbus is a renowned brand in the bus operating industry.
2147,300000.0,2021,2018,NewsReach,Media,Seed,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.
2148,330000.0,2021,2017,Pencilton,FinTech,Pre-seed,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way."
2149,1000000.0,2021,2020,Bandhoo,IT,Seed,Gurugram,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers"
2150,53000000.0,2021,2007,ixigo,IT,Seed,Gurugram,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!"
2151,6000000.0,2021,2019,The Whole Truth,Food & Beverages,Series A,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food"
2152,800000.0,2021,2021,Insane AI,Fitness,Seed,Bangalore,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.
2153,0.0,2021,2020,Learn4o Technology,E-learning,Seed,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world."
2154,200000000.0,2021,2014,Droom,Automobile,Seed,Gurugram,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India"
2155,1000000.0,2021,2003,Skymet,Environmental Services,Seed,Noida,Provide services that allow clients to understand and organize themselves around changing environment.
2156,2000000.0,2021,2019,Go Swift,Consumer Services,Pre-series A,Bangalore,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.
2157,50000000.0,2021,2016,Mamaearth,Healthcare,Seed,Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.
2158,36000000.0,2021,2021,G.O.A.T,D2C,Series A,Bangalore,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.
2159,0.0,2021,2017,Keeros,Food & Beverages,Pre-series A,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics."
2160,300000.0,2021,2016,ReDesyn,Merchandise,Pre-series A,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands."
2161,200000.0,2021,2019,Inspacco,Facilities Services,Seed,Pune,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services"
2162,1000000.0,2021,2016,Knorish,EdTech,Pre-series A,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities"
2163,5000000.0,2021,2015,Dozee,Healthcare,Series A,Bangalore,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep."
2164,67000000.0,2021,2015,BlackBuck,Logistics & Supply Chain,Series E,Bangalore,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.
2165,2000000.0,2021,2020,Mailmodo,Marketing & Advertising,Seed,Bangalore,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.
2166,0.0,2021,2019,SuperBeings,Computer software,Seed,Bangalore,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time."
2167,2500000.0,2021,2018,NirogStreet,Healthcare,Series A,New Delhi,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.
2168,0.0,2021,2016,Hyreo,Human Resources,Pre-series A,Thiruvananthapuram,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.
2169,0.0,2021,2020,GODI Energy,Automotive,Seed,Hyderabad,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.
2170,5000000.0,2021,2020,Even,Healthcare,Seed,Bangalore,One monthly subscription to cover all your healthcare needs.
2171,12000000.0,2021,2019,Captain Fresh,Logistics,Series A,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.
2172,10200000.0,2021,2020,Otipy,Food & Beverages,Series A,Gurugram,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.
2173,220000000.0,2021,2008,Lenskart,Eyewear,Seed,Faridabad,India's fastest growing eyewear company and largest eyewear company online.
2174,4500000.0,2021,2020,Eka.care,Healthcare,Seed,Bangalore,A digitally enabled and connected healthcare ecosystem for better health outcomes.
2175,200000.0,2021,2015,Braingroom,EdTech,Seed,Chennai,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration."
2176,1000000.0,2021,2017,Edvizo,Consumer Services,Pre-series A,Bangalore,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality"
2177,25000000.0,2021,2017,Credenc,FinTech,Seed,New Delhi,An education loan platform to finance meritorious students for the college expenses by underwriting future employability
2178,150000000.0,2021,2021,GlobalBees,D2C Business,Series A,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.
2179,108000000.0,2021,2015,Spinny,Automotive,Series D,Gurugram,Spinny is a new age used car end-to-end platform in India.
2180,4000000.0,2021,2017,Mynvax,Biotechnology,Series A,Bangalore,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.
2181,500000.0,2021,2018,RiseBird,Human Resources,Seed,Pune,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.
2182,330000.0,2021,2020,Uvi Health,Healthcare,Pre-seed,Bangalore,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns
2183,13000000.0,2021,2020,Vegrow,Farming,Seed,Bangalore,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.
2184,500000.0,2021,2015,Automovill,Automotive,Seed,Bangalore,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof."
2185,0.0,2021,2021,NFTically,NFT Marketplace,Seed,Gurugram,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes."
2186,75000000.0,2021,2012,HealthifyMe,Healthcare,Series C,Bangalore,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!
2187,450000.0,2021,2017,GalaxyCard,FinTech,Seed,Gurugram,GalaxyCard is a mobile based Instant Credit Card.
2188,10000000.0,2021,2018,Bella Vita Organic,Healthcare,Seed,Gurugram,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.
2189,10000000.0,2021,2016,SmartCoin,FinTech,Seed,Bangalore,India's Most Preferred Instant Loan App
2190,0.0,2021,2017,CareerNinja,EdTech,Seed,Mumbai,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals"
2191,2000000.0,2021,2016,MYSUN,Solar,Seed,New Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes"
2192,9000000.0,2021,2010,Sea6 Energy,Biotechnology,Series B,Bangalore,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food."
2193,500000.0,2021,2018,Beco,Consumer Goods,Seed,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable."
2194,5000000.0,2021,2020,OneCode,Internet,Seed,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services"
2195,1200000.0,2021,2020,MedPay,Information Technology,Seed,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.
2196,60000000.0,2021,2013,Inshorts,Internet,Seed,Noida,Built Inshorts with a promise to deliver news
2197,2500000.0,2021,2018,Digantara,SpaceTech,Seed,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage"
2198,700000.0,2021,2018,Aqgromalin,AgriTech,Seed,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.
2199,25000000.0,2021,2014,Square Yards,Real Estate,Seed,Gurugram,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace
2200,660000000.0,2021,2013,OYO,Hospitality,Seed,Gurugram,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology
2201,0.0,2021,2017,Slang Labs,Computer software,Seed,Bangalore,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps
2202,0.0,2021,2019,NirogGyan,Healthcare,Seed,Gurugram,"Simplifying Diagnostics for labs, doctors, and people."
2203,100000000.0,2021,2017,Ola Electric,Automotive,Debt,Bangalore,Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.
2204,1300000.0,2021,2019,Bikry app,Consumer software,Seed,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission"
2205,3000000.0,2021,2012,Oliveboard,EdTech,Seed,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.
2206,300000.0,2021,2020,Little Leap,EdTech,Seed,New Delhi,Soft Skills that make Smart Leaders
2207,45000000.0,2021,2016,Trell,Social commerce,Series B,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.
2208,1000000.0,2021,2008,Kredent,EdTech,Seed,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise
2209,500000.0,2021,2020,EasyAspataal,Healthcare,Seed,Mumbai,India’s First Digital Admission Desk for Hospitalisation.
2210,0.0,2021,2008,SMOOR,Food & Beverages,Seed,Bangalore,Instigate your sixth sense with our new range of chocolates.
2211,3200000.0,2021,2019,Pankhuri,Social community,Seed,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs."
2212,370000.0,2021,2019,Arcana,Information Technology,Seed,Bangalore,Arcana is the Storage Layer of Ethereum.
2213,1000000.0,2021,2016,AdmitKard,EdTech,Pre-series A,Noida,A tech solution for end to end career advisory to students looking to study abroad.
2214,0.0,2021,2017,UrbanKisaan,Food & Beverages,Seed,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.
2215,4000000.0,2021,2017,Aquaconnect,Fishery,Pre-series A,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers
2216,1800000.0,2021,2020,Vah Vah!,EdTech,Seed,Bangalore,A mission to educate India and make its young and dynamic population job ready.
2217,300000.0,2021,2019,LetsDressUp,Apparel & Fashion,Pre-series A,Gurugram,Building India's version of Stitch Fix
2218,150000.0,2021,2019,Sapio Analytics,Computer software,Seed,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.
2219,300000.0,2021,2020,BHyve,Human Resources,np.nan,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks
2220,0.0,2021,2019,Indi Energy,Renewables & Environment,Seed,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts."
2221,0.0,2021,2021,The Ayurveda Co,Consumer Goods,Seed,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.
2222,48000000.0,2021,2015,Pratilipi,Online storytelling,Seed,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers."
2223,35000000.0,2021,2017,Ati Motors,Automotive,Pre-series A,Bangalore,Autonomous industrial vehicle maker
2224,300000.0,2021,2018,peAR,Deeptech,Pre-series A1,Mumbai,An AR / VR tech based Start-up in Mumbai.
2225,3000000.0,2021,2019,Gourmet Garden,Farming,Seed,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables."
2226,1000000.0,2021,2019,The Sleep Company,Consumer Goods,Pre-series A,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.
2227,0.0,2021,2020,TyrePlex,B2B E-commerce,Seed,New Delhi,Tyreplex is digitizing the tyre dealers in India.
2228,3600000.0,2021,2016,ION Energy,Automotive,Pre-series A,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage
2229,200000000.0,2021,2016,Digit Insurance,Insuretech,Seed,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B."
2230,11000000.0,2021,2020,FRAAZO,Food & Beverages,Series A,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.
2231,192000000.0,2021,2015,Licious,Food & Beverages,Series F,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products."
2232,65000000.0,2021,2018,WinZO,Gaming,Series C,New Delhi,WinZO is the largest social gaming and entertainment platform in India.
2233,100000000.0,2021,2012,Furlenco,Consumer Goods,Seed,Bangalore,Furlenco is a different furniture company.
2234,3000000.0,2021,2014,Skylark Drones,Aviation,Pre-series A,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in."
2235,0.0,2021,2016,Leegality,IT company,Pre-series A,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016"
2236,0.0,2021,2015,Arcatron Mobility,Healthcare,Seed,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.
2237,2500000.0,2021,2020,TWID,FinTech,Seed,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions"
2238,0.0,2021,2020,PeakPerformer,EdTech,Early seed,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all."
2239,1400000.0,2021,2018,MyMobiForce,Internet,Pre-series A,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India"
2240,600000.0,2021,1998,Pine Labs,Information Technology,Seed,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants
2241,2000000.0,2021,2015,Genworks Health,Healthcare,Seed,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.
2242,0.0,2021,2019,Pocketly,FinTech,Seed,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!"
2243,370000.0,2021,2019,Neverinstall,Information Technology,Seed,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.
2244,0.0,2021,2016,CoRover,Information Technology,Seed,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.
2245,5000000.0,2021,2015,BeatO,Healthcare,Pre-series B,New Delhi,ULTIMATE app to manage chronic conditions.
2246,1200000.0,2021,2020,Earth Rhythm,Cosmetics,Seed,Gurugram,A mission to make customers healthier and Earth a little greener.
2247,1900000.0,2021,2019,Fountain9,Computer software,Seed,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies."
2248,1000000.0,2021,2019,Rockclimber,Food & Beverages,Seed,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.
2249,300000.0,2021,2020,SpEd@home,EdTech,Seed,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia"
2250,0.0,2021,2019,CanPe,Computer software,Seed,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI."
2251,200000.0,2021,2016,Green Soul,Consumer Goods,Seed,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.
2252,41000000.0,2021,2012,Shiprocket,Logistics,Series D1,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.
2253,144000000.0,2021,2018,DealShare,Retail,Seed,Bangalore,The next generation disruptive (social) e-commerce product for the masses.
2254,20000000.0,2021,2020,Teachmint,EdTech,Pre-series B,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.
2255,5000000.0,2021,2017,Vahak,Transportation,Pre-series A,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory
2256,1000000.0,2021,2014,goSTOPS,Hospitality,Pre-series A,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.
2257,0.0,2021,2020,Codedamn,Computer software,Pre-seed,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.
2258,0.0,2021,2019,Biocraft Innovation Technology,Environmental service,Pre-seed,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules
2259,5200000.0,2021,2020,Powerplay,Construction,Seed,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.
2260,0.0,2021,2020,Accio Robotics,Industrial Automation,Seed,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.
2261,270000000.0,2021,2011,Delhivery,Logistics,Series H,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services."
2262,600000.0,2021,2014,Avishkaar,EdTech,Pre-series A,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent
2263,140000.0,2021,2020,Jobsgaar,Job discovery platform,Seed,New Delhi,India's first District level/ Hyper Local Job discovery platform
2264,0.0,2021,2020,Almo,D2C Fashion,Seed,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.
2265,1000000.0,2021,2015,Breathe Well-being,HealthCare,Pre-series A,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.
2266,0.0,2021,2020,GalaxEye,SpaceTech,Pre-seed,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.
2267,5000000.0,2021,2021,Good Health Clinic,HealthCare,Seed,Hyderabad,Full Stack Digital Health Clinic
2268,250000000.0,2021,2014,Urban Company,Home services,Series F,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.
2269,1000000.0,2021,2014,MYBYK,Rental,Pre-series A,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.
2270,50000000.0,2021,2015,Locus,Logistics,Series C,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.
2271,3000000.0,2021,2020,Crejo.Fun,EdTech,Seed,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.
2272,500000.0,2021,2020,Bambinos,EdTech,Seed,Bangalore,Cohort based extracurricular course for kids
2273,8000000.0,2021,2018,KreditBee,FinTech,Seed,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.
2274,400000.0,2021,2016,Spardha,EdTech,Pre-series A1,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited."
2275,0.0,2021,2019,Onelife Nutriscience,HealthCare,Seed,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.
2276,0.0,2021,2019,Flatheads,Fashion,Seed,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.
2277,0.0,2021,2015,Fable Fintech,FinTech,Series A,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider"
2278,3000000.0,2021,2009,Holisol,Logistics,Seed,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!
2279,1000000.0,2021,2018,Now&Me,HealthCare,Seed,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts."
2280,400000.0,2021,2019,Fyllo,AgriTech,Seed,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.
2281,0.0,2021,2020,Cora Health,HealthCare,Seed,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.
2282,300000.0,2021,2014,Blaer Motors,Mobility,Seed,Chennai,Meant to augment human power and not completely replace it
2283,3000000.0,2021,2019,Swiflearn,EdTech,Pre-series A,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.
2284,0.0,2021,2015,Cashfree,FinTech,Seed,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.
2285,2000000.0,2021,2017,QuickSell,E-commerce,Pre-series A,Mumbai,B2B Mobile Commerce Platform
2286,5000000.0,2021,2019,Truemeds,Heathcare,Series A,Mumbai,Truemeds is a health-tech startup.
2287,3000000.0,2021,2015,Candes,E-commerce,Seed,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.
2288,3000000.0,2021,2000,MediBuddy,Heathcare,Seed,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits."
2289,300000.0,2021,2018,F5,Food & Beverages,Pre-series A,New Delhi,F5 is a foods and beverages company.
2290,6000000.0,2021,2013,Capital Float,FinTech,Seed,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.
2291,100000.0,2021,2019,IntelleWings,IT startup,Seed,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective."
2292,1000000.0,2021,2016,Shyplite,Logistics,Seed,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform
2293,20000000.0,2021,2020,Refyne,FinTech,Series A,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.
2294,4500000.0,2021,2018,Greenjoules,Renewable Energy,Series A,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.
2295,150000.0,2021,2018,MentorKart,Consulting,Seed,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.
2296,2000000.0,2021,2017,Leverage Edu,EdTech,Debt,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans
2297,5000000.0,2021,2010,Kale Logistics,Logistics,Series A,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.
2298,320000.0,2021,2016,CustomerGlu,CRM,Seed,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.
2299,2000000.0,2021,2016,Cell Propulsion,EV startup,Seed,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.
2300,0.0,2021,2019,Wellbeing Nutrition,HealthCare,Seed,Mumbai,Organic whole food nutrition to keep up with the pace at which we live
2301,3000000.0,2021,2013,Pee Safe,HealthCare,Pre-series B,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.
2302,1000000.0,2021,2017,Chqbook,FinTech,Seed,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products."
2303,1800000.0,2021,2020,SimpliContract,Software,Seed,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management."
2304,1000000.0,2021,2019,Dropshop,Logistics,Pre-series A,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies
2305,4000000.0,2021,2015,Jumbotail,E-commerce,Debt,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.
2306,350000000.0,2021,2011,BYJU'S,EdTech,Seed,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.
2307,1000000.0,2021,2018,Power Gummies,Nutrition,Seed,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements
2308,9000000.0,2021,2019,Convosight,SaaS startup,Series A,New Delhi,A mission - to help community builders become community entrepreneurs.
2309,600000.0,2021,2020,Junio,FinTech,Seed,New Delhi,Junio is a kids-focused digital pocket money-smart card.
2310,0.0,2021,2020,Wherehouse.io,Logistics,Seed,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth."
2311,4800000.0,2021,2015,Flexmoney,FinTech,Series A,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance"
2312,38000000.0,2021,2019,Fampay,FinTech,Series A,Bangalore,India's first numberless card and UPI without a bank account
2313,70000000.0,2021,2019,Apna,Human Resources,Series B,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level
2314,4000000.0,2021,2017,XYXX Apparels,Fashion,Series A,Surat,"XYXX Apparels,which runs an eponymous innerwear brand"
2315,0.0,2021,2014,WaterScience,D2C startup,Seed,Bangalore,The aim of making good water affordable and accessible.
2316,200000000.0,2021,2011,BrowserStack,SaaS startup,Series B,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.
2317,3000000.0,2021,2018,Vital,Insuretech,Pre-series A,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses"
2318,0.0,2021,2014,Juicy chemistry,HealthCare,Seed,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.
2319,125000.0,2021,2020,Samaaro,SaaS startup,Seed,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience"
2320,500000.0,2021,2011,Imagimake,Innovation management,Pre-series A,Mumbai,An innovative play system to help children create their imagination
2321,1000000.0,2021,2019,MSMEx,EdTech,Pre-series A,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.
2322,45000000.0,2021,2015,RenewBuy,Insuretech,Series C,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes
2323,0.0,2021,2017,saarthi.ai,AI startup,Seed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.
2324,26000000.0,2021,2020,Kutumb,Community platform,Series A,Bangalore,Kutumb is a social community enabler.
2325,3800000.0,2021,2019,Superplum,AgriTech,Pre-series A,Noida,Building India's most sophisticated platform for high quality fresh food
2326,1200000.0,2021,2017,Upside AI,FinTech,Seed,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.
